,Name,position,market_value_in_eur,age in days,contract expiry,Rating
386,Federico Dimarco,2,50000000.0,9229,1591,5.5710732653426565
387,Junior Dina Ebimbe,2,14000000.0,8123,1591,4.894699002089548
388,Moussa Djenepo,2,5000000.0,9009,1226,4.234751262721675
389,Dodô,2,20000000.0,8857,1591,3.98391046438806
390,Matt Doherty,2,4000000.0,11348,1226,4.563929941330829
391,Josh Doig,2,7000000.0,7576,1956,3.746621156627306
392,Souleyman Doumbia,2,2000000.0,9640,496,2.7163599069614413
393,Denzel Dumfries,2,30000000.0,9796,861,5.075414246646616
394,Tyronne Ebuehi,2,2500000.0,9923,861,3.335708684061748
395,Kingsley Ehizibue,2,2500000.0,10124,1226,3.106381305707397
396,Aritz Elustondo,2,9000000.0,10546,1226,2.0468469178905315
397,Alfonso Espino,2,3000000.0,11359,1226,3.4662204475561103
398,Pervis Estupiñán,2,35000000.0,9153,1591,5.071689927694088
399,Noah Fadiga,2,1000000.0,8476,1226,2.7714792605284035
400,Davide Faraoni,2,2000000.0,11434,496,3.095534411501426
401,Kiko Femenía,2,1500000.0,11697,861,2.2766771501077256
402,Kilian Fischer,2,1500000.0,8162,1591,2.1672944313422007
403,Thomas Foket,2,7000000.0,10369,861,3.212591727562889
404,Dimitri Foulquier,2,2500000.0,10916,861,2.283572188696056
405,Juan Foyth,2,25000000.0,9162,1226,3.845093880153704
406,Ryan Fredericks,2,1500000.0,11084,496,1.4827423833624227
407,Iván Fresneda,2,13000000.0,6716,1956,2.51052504288494
408,Jeremie Frimpong,2,50000000.0,8104,1956,8.027616734582823
409,Javi Galán,2,7000000.0,10315,496,4.814974148853296
410,Antonino Gallo,2,2500000.0,8439,1226,2.554329355217924
411,Raphaël Guerreiro,2,15000000.0,10647,1226,7.690046666110055
412,Malo Gusto,2,25000000.0,7210,2686,4.364128984752393
413,Theo Hernández,2,55000000.0,9263,1226,4.591668149867861
414,Aaron Hickey,2,30000000.0,7554,1226,1.84106344137814
415,Ismaily,2,2000000.0,12083,496,4.819027866019468
416,Ismail Jakobs,2,8000000.0,8582,1226,5.4667517608144
417,Reece James,2,50000000.0,8471,1956,5.474322222496138
418,Ben Johnson,2,8000000.0,8420,496,2.305388542452497
419,Anthony Jung,2,1000000.0,11426,496,3.722372032296088
420,Issa Kaboré,2,10000000.0,7947,467,4.601917326768346
421,Rick Karsdorp,2,7000000.0,10228,861,0.9214171843676784
422,Grigoris Kastanos,2,1800000.0,9144,1226,3.78347038582476
423,Ansgar Knauff,2,8000000.0,7704,1956,4.134015446185189
424,Darko Lazović,2,2000000.0,11839,496,4.521299177002263
425,Jordan Lotomba,2,8000000.0,8905,861,3.889907256873932
426,Deiver Machado,2,4000000.0,10757,1226,3.7893372711621782
427,Pablo Maffeo,2,8000000.0,9347,1226,3.923389946174119
428,Ainsley Maitland-Niles,2,5000000.0,9300,1591,3.291560108118136
429,Tyrell Malacia,2,18000000.0,8582,1226,2.9177119511416767
430,Reinildo Mandava,2,16000000.0,10613,861,2.3491684432079394
431,Óscar de Marcos,2,1800000.0,12355,496,4.736435952617777
432,Aarón Martín,2,5000000.0,9427,1226,3.5641555322255147
433,Philipp Max,2,2000000.0,10729,1226,2.652135087762683
434,Noussair Mazraoui,2,30000000.0,9225,1226,5.256745648304971
435,Pasquale Mazzocchi,2,4000000.0,10062,1591,4.192768912928509
436,Birger Meling,2,4000000.0,10287,1591,2.9074048932499803
437,Nuno Mendes,2,60000000.0,7545,1226,6.179235866740973
438,Antoine Mendy,2,800000.0,6837,861,3.1786018886433096
439,Ferland Mendy,2,20000000.0,10111,861,1.6448597333391692
440,Quentin Merlin,2,10000000.0,7578,1956,3.337177010760912
441,Thomas Meunier,2,2500000.0,11477,861,2.970061946136544
442,Óscar Mingueza,2,6000000.0,8676,1226,1.719337073162727
443,Juan Miranda,2,9000000.0,8425,496,4.971169169447579
444,Tyrick Mitchell,2,22000000.0,8568,861,2.549796864894109
445,Maximilian Mittelstädt,2,5000000.0,9461,1226,4.050292587220773
446,Johan Mojica,2,2500000.0,11133,496,2.8476076284546874
447,Nahuel Molina,2,45000000.0,9078,1591,4.315911326549513
448,Gonzalo Montiel,2,10000000.0,9538,496,3.2230115967944326
449,Martín Montoya,2,900000.0,11625,861,1.9859546458407744
450,Alberto Moreno,2,2000000.0,11179,496,3.252065148206806
451,Álex Moreno,2,10000000.0,10841,1226,4.166931784094745
452,Nordi Mukiele,2,12000000.0,9238,1591,3.57393733539648
453,Aihen Muñoz,2,8000000.0,9313,1591,2.4570469175707217
454,Vitaliy Mykolenko,2,28000000.0,8660,1226,2.8376419603946577
455,Nikolas Nartey,2,800000.0,8392,861,2.249492826158954
456,Jesús Navas,2,3000000.0,13598,496,3.183316642262463
457,Luca Netz,2,10000000.0,7214,1226,3.658362355024421
458,Lucas Olaza,2,3000000.0,10433,861,2.535458634012481
459,Mathías Olivera,2,17000000.0,9238,1591,4.882919043782172
460,Jordi Osei-Tutu,2,800000.0,8902,496,3.122546983563667
461,Emerson Palmieri,2,12000000.0,10421,1226,3.3463877553794976
462,Fabiano Parisi,2,9500000.0,8135,1956,4.163077489656942
463,Nathan Patterson,2,15000000.0,7793,1591,2.2925960982345632
464,Mads Pedersen,2,3500000.0,9663,1591,1.3558221963498651
465,Alfonso Pedraza,2,12000000.0,9805,1226,4.592461791783125
466,Luca Pellegrini,2,4000000.0,8742,861,3.070281932423117
467,Rubén Peña,2,2500000.0,11531,861,3.094377261772081
468,Roberto Pereyra,2,3000000.0,11722,496,6.026776852812765
469,Romain Perraud,2,9000000.0,9277,496,3.497448578602354
470,Giuseppe Pezzella,2,2200000.0,9210,1226,2.814217910249928
471,Pedro Porro,2,45000000.0,8556,1956,4.901788360141939
472,Stefan Posch,2,14000000.0,9405,1226,5.01816098596645
473,David Raum,2,17000000.0,9062,1591,3.752124882597759
474,Diego Rico,2,3500000.0,10946,496,2.665125215019869
475,Sergi Roberto,2,3000000.0,11327,496,4.592710064001102
476,Andrew Robertson,2,35000000.0,10563,1226,5.183261705045807
477,Antonee Robinson,2,20000000.0,9321,1956,3.4376553295634977
478,Mads Roerslev,2,8000000.0,8635,1226,0.6385358661272078
479,Rogério,2,7500000.0,9161,1591,3.8352117278197095
480,Jérôme Roussillon,2,2500000.0,10993,0,0.5948359393704243
481,Matteo Ruggeri,2,15000000.0,7523,1956,3.666173132412698
482,Mário Rui,2,5000000.0,11582,1226,4.499112697932933
483,Aitor Ruibal,2,5000000.0,9822,861,4.323104026107103
484,Julian Ryerson,2,15000000.0,9222,1226,2.778497360769128
485,Youssouf Sabaly,2,4000000.0,10934,1226,3.613448775789767
486,Falaye Sacko,2,4000000.0,10148,1226,3.1734526848110822
487,Théo Sainte-Luce,2,2000000.0,8884,861,3.6426521344474976
488,Junior Sambia,2,2500000.0,9657,1226,4.53016732991904
489,Joe Scally,2,12000000.0,7353,1591,1.271216309545356
490,Kingsley Schindler,2,800000.0,10807,861,3.537183511794762
491,Benno Schmitz,2,2000000.0,10317,496,2.57441464002408
492,Nélson Semedo,2,15000000.0,10683,861,3.11451604821492
493,Ryan Sessegnon,2,13000000.0,8306,861,3.756549764245818
494,Luke Shaw,2,38000000.0,10077,1591,4.446985211457269
495,Kiliann Sildillia,2,18000000.0,7578,1226,2.049804547584684
496,Mohamed Simakan,2,35000000.0,8321,1591,4.916710287452335
497,Wilfried Singo,2,18000000.0,8089,1956,4.15008104805846
498,Robert Skov,2,6500000.0,9764,496,4.410712382287775
499,Adam Smith,2,1000000.0,11610,861,1.4808228713036975
500,Danilo Soares,2,1000000.0,11430,496,2.056726567498991
501,Eduard Sobol,2,2000000.0,10159,496,2.2281655118761896
502,Borna Sosa,2,8000000.0,9153,1956,5.552043573095509
503,Djed Spence,2,8000000.0,8225,496,2.839080931301995
504,Leonardo Spinazzola,2,7500000.0,10914,496,4.334903982674835
505,Gabriel Suazo,2,3000000.0,9320,1226,3.1619193312226703
506,Issiaga Sylla,2,2500000.0,10633,861,3.947997005798444
507,Nicolás Tagliafico,2,8000000.0,11123,861,4.202417571342255
508,Matt Targett,2,10000000.0,10011,1226,1.8029195824041488
509,Nuno Tavares,2,16000000.0,8418,496,6.217691090067816
510,Enzo Tchato,2,2000000.0,7391,861,2.911535768153221
511,Filippo Terracciano,2,3500000.0,7311,1956,2.473472468122924
512,Kenny Tete,2,15000000.0,9990,496,4.812379391098152
513,Kieran Tierney,2,18000000.0,9384,496,2.8534225224023007
514,Harry Toffolo,2,5000000.0,10040,861,2.1366881566055094
515,Jeremy Toljan,2,4500000.0,10416,861,1.932988944710353
516,Takehiro Tomiyasu,2,30000000.0,8869,861,3.447639530208008
517,Hamari Traoré,2,9000000.0,11337,861,5.016985079782398
518,Christopher Trimmel,2,800000.0,13135,496,3.2296706012556253
519,Kieran Trippier,2,11000000.0,11835,861,5.549045402997441
520,Adrien Truffert,2,18000000.0,7759,1226,5.246213871597382
521,Josha Vagnoman,2,8000000.0,8103,1226,3.983547889399815
522,Emanuele Valeri,2,2300000.0,8837,496,3.20700654534006
523,Vanderson,2,20000000.0,7908,1956,5.257971967409265
524,Lucas Vázquez,2,5000000.0,11548,496,5.470776538225463
525,Joël Veltman,2,10000000.0,11349,861,3.101503497926138
526,Lorenzo Venuti,2,1500000.0,10167,861,2.718599720638669
527,Nacho Vidal,2,2500000.0,10245,496,2.871629871114437
528,Mërgim Vojvoda,2,3500000.0,10238,861,3.885613875966251
529,Kyle Walker,2,13000000.0,11946,1226,2.324424619857344
530,Aaron Wan-Bissaka,2,20000000.0,9213,861,3.616447513819004
531,Joel Ward,2,1000000.0,12160,496,2.8181115190936987
532,Timothy Weah,2,14000000.0,8392,1956,4.396965839774399
533,Mitchell Weiser,2,6000000.0,10523,496,6.428669015824775
534,Ben White,2,55000000.0,9261,1226,4.345685920585836
535,Silvan Widmer,2,3500000.0,10934,1226,3.562385428261201
536,Neco Williams,2,17000000.0,7976,1226,3.0186108625520656
537,Marius Wolf,2,6500000.0,10122,496,5.263272826390606
538,Darlin Yongwa,2,1500000.0,8182,1226,4.236873038571396
539,Ashley Young,2,600000.0,13730,496,2.13543682637718
540,Nicola Zalewski,2,16000000.0,7691,861,3.383719327244285
541,Alessandro Zanoli,2,6000000.0,8171,496,4.106548628341693
542,Davide Zappacosta,2,6000000.0,11203,861,5.036775254222841
543,Mehdi Zeffane,2,600000.0,11225,496,3.196710566955598
544,Jordan Zemura,2,6000000.0,8495,1591,2.457150170998634
545,Oleksandr Zinchenko,2,42000000.0,9559,1226,4.716642467915118
546,Nadir Zortea,2,2000000.0,8640,496,4.951396424288807
547,Matthis Abline,5,4500000.0,7261,496,2.517625512961814
548,Tammy Abraham,5,35000000.0,9267,1226,4.342982911284253
549,Sargis Adamyan,5,700000.0,10856,1226,4.427180716362722
550,Ludovic Ajorque,5,7000000.0,10579,1226,2.589876544701003
551,Julián Álvarez,5,90000000.0,8413,1956,4.831959341766948
552,Michail Antonio,5,6000000.0,12006,496,2.894456251954721
553,Arthur,5,5000000.0,7272,1956,3.221110302154541
554,Iago Aspas,5,4000000.0,12978,861,5.667002781382752
555,Pierre-Emerick Aubameyang,5,4000000.0,12291,1226,2.0791842948867245
556,Taiwo Awoniyi,5,28000000.0,9317,1591,3.2157583080322523
557,Sardar Azmoun,5,10000000.0,10268,496,3.3788673111762084
558,Folarin Balogun,5,30000000.0,7896,1956,5.494522785364431
559,Christoph Baumgartner,5,24000000.0,8598,1956,5.265007972103435
560,Ihlas Bebou,5,4000000.0,10521,1226,3.649019107140533
561,Sheraldo Becker,5,12000000.0,10230,1226,4.89650896816369
562,Kevin Behrens,5,4000000.0,11696,0,3.7658063406480826
563,Andrea Belotti,5,6000000.0,10649,496,2.587748128866346
564,Eliesse Ben Seghir,5,18000000.0,6573,1591,4.119198361402944
565,Wissam Ben Yedder,5,10000000.0,11872,496,6.017521391344896
566,Mergim Berisha,5,12000000.0,9043,1591,2.8046359222063524
567,Beto,5,22000000.0,9143,1591,3.685737953967571
568,El Bilal Touré,5,20000000.0,7806,1591,2.859259215026696
569,Federico Bonazzoli,5,3000000.0,9398,496,2.2668664286600637
570,Rafael Borré,5,8000000.0,10014,496,3.6140293610522174
571,Lucas Boyé,5,7000000.0,9846,1591,5.190479071759557
572,Ante Budimir,5,5000000.0,11527,1591,3.3576056591940597
573,Dominic Calvert-Lewin,5,22000000.0,9463,861,1.8721552035100189
574,Nicolò Cambiaghi,5,7500000.0,8086,496,5.1726088369346375
575,Sergio Camello,5,4000000.0,8039,1591,3.70994442451526
576,Francesco Caputo,5,1300000.0,12973,861,1.5725425046388366
577,Lorenzo Colombo,5,7000000.0,7646,496,2.852128721533375
578,Ángel Correa,5,20000000.0,10200,1226,5.501815937865325
579,Joaquín Correa,5,10000000.0,10411,496,3.477547073969383
580,Matheus Cunha,5,32000000.0,8662,1591,3.2882842171918343
581,Thijs Dallinga,5,15000000.0,8231,1226,3.7643017645918775
582,Arnaut Danjuma,5,17000000.0,9508,496,1.874868711457768
583,Jonathan David,5,50000000.0,8430,861,6.45841902744551
584,Grégoire Defrel,5,1000000.0,11562,496,1.933141201539908
585,Cyriel Dessers,5,4000000.0,10296,1562,3.0566858446955134
586,Mattia Destro,5,800000.0,11649,496,0.9734737180871912
587,Gerard Deulofeu,5,7000000.0,10561,1226,6.224658778127684
588,Ángel Di María,5,5000000.0,12780,496,6.065772608951431
589,Boulaye Dia,5,18000000.0,9588,1226,5.345934787689387
590,Bamba Dieng,5,7000000.0,8361,861,2.831756857031827
591,Kasper Dolberg,5,10000000.0,9263,1591,1.5261175841868593
592,Marvin Ducksch,5,9000000.0,10567,1226,5.6492902823613615
593,Jhon Durán,5,17000000.0,7006,0,2.647566898490193
594,Hugo Duro,5,8000000.0,8499,1226,1.759275832879556
595,Breel Embolo,5,12000000.0,9495,1226,5.175265531448289
596,Youssef En-Nesyri,5,18000000.0,9388,861,3.297105213864564
597,Radamel Falcao,5,1200000.0,13514,496,2.086420540997697
598,João Félix,5,40000000.0,8499,496,4.563021422646472
599,Evan Ferguson,5,65000000.0,6695,2321,3.524042418750618
600,Carlos Fernández,5,3000000.0,9762,1226,2.49387989968832
601,Niclas Füllkrug,5,13000000.0,10960,1226,5.419105150582816
602,Adolfo Gaich,5,1600000.0,8753,496,2.022390384190277
603,Cody Gakpo,5,50000000.0,8682,1956,5.112278337548424
604,Kévin Gameiro,5,1000000.0,13060,496,4.487653525632897
605,Ignatius Ganago,5,3500000.0,8763,1591,2.950035655843122
606,Olivier Giroud,5,4000000.0,13284,496,4.455261295488795
607,Antoine Griezmann,5,25000000.0,11648,1226,10.46735534665919
608,Erling Haaland,5,180000000.0,8243,1591,8.399155328679424
609,Kai Havertz,5,55000000.0,8648,1956,5.003306273106032
610,Philipp Hofmann,5,2500000.0,10909,1226,3.543164309954346
611,Rasmus Højlund,5,65000000.0,7315,1956,4.74934618938946
612,Nicolas Jackson,5,35000000.0,7909,3051,5.508092580592376
613,Fredrik Jensen,5,3500000.0,9290,861,2.18003765413688
614,Gabriel Jesus,5,70000000.0,9446,1591,7.3456616729652415
615,Raúl Jiménez,5,6000000.0,11604,861,2.158179860914242
616,Willian José,5,6000000.0,11406,1226,2.022494558189915
617,Joselu,5,5000000.0,12007,496,4.175133948615897
618,Luka Jović,5,5000000.0,9186,496,3.4558737562210613
619,Tino Kadewere,5,2500000.0,9899,496,2.550493234679112
620,Arnaud Kalimuendo,5,20000000.0,7694,1591,3.9791899074239567
621,Harry Kane,5,110000000.0,10791,1591,7.138505718660745
622,Wilfried Kanga,5,3500000.0,9123,496,1.5373015363070728
623,Moise Kean,5,18000000.0,8386,861,3.306718246100468
624,Randal Kolo Muani,5,70000000.0,8839,1956,6.656785108437014
625,Alexandre Lacazette,5,10000000.0,11581,861,8.060769126304603
626,Cyle Larin,5,5000000.0,10162,1956,3.310387625796475
627,Robert Lewandowski,5,20000000.0,12593,1226,8.214379408839555
628,José Luis Morales,5,2500000.0,12986,496,3.794392188215464
629,Romelu Lukaku,5,35000000.0,10866,496,5.496875610511653
630,Daniel Maldini,5,3000000.0,7798,496,3.0390979251174715
631,Omar Marmoush,5,15000000.0,8772,1591,4.469755931431667
632,Roger Martí,5,2000000.0,11726,1226,1.408806220691322
633,Anthony Martial,5,15000000.0,9934,496,4.121896103240888
634,Lautaro Martínez,5,110000000.0,9307,1226,7.445831793808258
635,Jean-Philippe Mateta,5,7000000.0,9361,1226,2.0730543655585096
636,Neal Maupay,5,10000000.0,9680,496,1.97649541218776
637,Eric Maxim Choupo-Moting,5,3000000.0,12376,496,4.746439545321346
638,Borja Mayoral,5,15000000.0,9444,1591,3.554042346591629
639,Kylian Mbappé,5,180000000.0,8824,496,11.082103581275025
640,Sven Michel,5,900000.0,11899,861,2.989722846233776
641,Arkadiusz Milik,5,7000000.0,10576,1226,3.227643737010676
642,Rafa Mir,5,5000000.0,9371,1591,2.4884446618502847
643,Terem Moffi,5,25000000.0,8664,1591,3.766474168077812
644,Mostafa Mohamed,5,9000000.0,9211,1591,3.7635982724846735
645,Álvaro Morata,5,20000000.0,11071,1226,4.077341604665739
646,Gerard Moreno,5,15000000.0,11267,1591,5.460358963611732
647,Dany Mota,5,5000000.0,9052,1591,3.5406081340607334
648,Youssoufa Moukoko,5,30000000.0,6664,1226,3.883489152349288
649,Thomas Müller,5,10000000.0,12206,861,6.754351029239039
650,Vedat Muriqi,5,15000000.0,10520,1591,4.125314587092441
651,Jessic Ngankam,5,3000000.0,8244,496,1.81386927495428
652,M'Baye Niang,5,2700000.0,10285,496,2.0250275413643037
653,Eddie Nketiah,5,35000000.0,8659,1591,3.776423977041712
654,Christopher Nkunku,5,75000000.0,9225,2321,6.749771923122463
655,Lukas Nmecha,5,9000000.0,8830,861,2.372809149351513
656,Darwin Núñez,5,65000000.0,8635,1956,5.969650656733005
657,M'Bala Nzola,5,10000000.0,9676,1591,4.333048142597623
658,David Okereke,5,2700000.0,9300,496,3.4640876024266243
659,Karim Onisiwo,5,2800000.0,11287,1226,4.533761653493044
660,Loïs Openda,5,55000000.0,8398,1956,6.423530339469284
661,Divock Origi,5,5000000.0,10161,496,2.6272451431780017
662,Victor Osimhen,5,110000000.0,8815,1226,7.464003038340932
663,Mikel Oyarzabal,5,50000000.0,9428,1956,3.011312221883106
664,Gonçalo Paciência,5,1700000.0,10423,496,2.790470630980528
665,Paulinho,5,6500000.0,11055,1226,3.1115092321794577
666,Pietro Pellegri,5,3500000.0,8002,861,2.342052072933579
667,Ricardo Pepi,5,11000000.0,7340,1956,1.9365352629251964
668,Andrea Petagna,5,6500000.0,10089,496,3.7501304755701046
669,Luca Pfeiffer,5,1700000.0,9674,496,1.240885974083355
670,Maximilian Philipp,5,2000000.0,10573,496,2.613180828870858
671,Roberto Piccoli,5,3500000.0,8052,496,1.2102069515429026
672,Andrea Pinamonti,5,15000000.0,8670,1591,2.4499935422985475
673,Sebastian Polter,5,700000.0,11638,496,2.561171660692946
674,Ezequiel Ponce,5,3000000.0,9450,1591,2.156346472988359
675,Yussuf Poulsen,5,7000000.0,10469,1226,3.4731989937311107
676,Largie Ramazani,5,6000000.0,8022,861,3.9435124875538095
677,Chris Ramos,5,3000000.0,9521,1956,2.517051416819895
678,Wesley Saïd,5,3000000.0,10160,1226,4.491657061302678
679,Antonio Sanabria,5,9500000.0,9840,1226,4.496059292689862
680,Alexis Sánchez,5,2500000.0,12475,496,5.981199266498784
681,Nicola Sansone,5,1200000.0,11479,861,3.4741901808967697
682,Amin Sarr,5,4000000.0,8008,496,2.4500645502392038
683,Gianluca Scamacca,5,25000000.0,8808,1591,2.350424217757202
684,Patrik Schick,5,22000000.0,9880,1591,2.378965428213098
685,Davie Selke,5,3500000.0,10249,1226,2.067006926527146
686,Antoine Semenyo,5,10000000.0,8437,1591,2.867699975253336
687,Eldor Shomurodov,5,5000000.0,10090,496,2.4777950296659914
688,André Silva,5,7500000.0,9963,496,4.585326718996959
689,Abdallah Sima,5,7000000.0,7912,467,3.0195264849209216
690,Giovanni Simeone,5,13000000.0,10084,1226,4.8131988824265495
691,Islam Slimani,5,1300000.0,12656,496,1.7359761285601056
692,Dominic Solanke,5,25000000.0,9285,1591,4.489915585448312
693,Jørgen Strand Larsen,5,15000000.0,8408,1956,2.9347769758315616
694,Cristhian Stuani,5,2000000.0,13272,1226,2.1553837526396498
695,Isaac Success,5,3500000.0,9897,861,3.940202019363108
696,Alexander Sørloth,5,14000000.0,9934,1956,4.691590601407356
697,Mathys Tel,5,50000000.0,6502,1591,5.185724878720734
698,Florian Thauvin,5,3000000.0,10973,861,2.860288854726933
699,Marcus Thuram,5,55000000.0,9323,1956,6.335514320523248
700,Steffen Tigges,5,2000000.0,8963,1226,2.9514485340917744
701,Raúl de Tomás,5,5000000.0,10347,1591,2.908341266048674
702,Ivan Toney,5,35000000.0,9828,861,5.3795397746069415
703,Enes Ünal,5,25000000.0,9409,496,4.066012309996532
704,Deniz Undav,5,17000000.0,9705,496,3.6208264157384886
705,Carlos Vinícius,5,6000000.0,10184,496,2.0778089247739926
706,Dušan Vlahović,5,60000000.0,8416,1226,3.594743555274151
707,Kevin Volland,5,5000000.0,11154,1226,3.542327338804584
708,Elye Wahi,5,40000000.0,7347,1956,5.672857601833547
709,Luca Waldschmidt,5,3000000.0,9765,496,2.090869604295829
710,Ollie Watkins,5,60000000.0,9909,1956,5.573011456213633
711,Wout Weghorst,5,9000000.0,11147,496,2.491008964887095
712,Shon Weissman,5,2000000.0,9860,496,0.6257375789538266
713,Danny Welbeck,5,6000000.0,11768,496,4.86151194320592
714,Timo Werner,5,17000000.0,9838,496,5.367153099344337
715,Iñaki Williams,5,25000000.0,10469,1956,5.491818833204276
716,Callum Wilson,5,13000000.0,11307,861,5.094932178507326
717,Jonas Wind,5,25000000.0,8772,1226,3.0321394276225364
718,Chris Wood,5,7000000.0,11392,496,0.8241401610859973
719,Duván Zapata,5,8000000.0,11638,496,3.4131333752976656
720,Joshua Zirkzee,5,30000000.0,7937,1226,3.646775001872485
721,Brenden Aaronson,4,14000000.0,8152,496,2.128086529791236
722,Zakaria Aboukhlal,4,10000000.0,8396,1226,5.152714304764452
723,Karim Adeyemi,4,28000000.0,7696,1591,3.990853313012703
724,Amine Adli,4,25000000.0,8314,1226,4.180485851446471
725,Michel Aebischer,4,6000000.0,9533,1226,0.4828482347167546
726,Carlos Alcaraz,4,15000000.0,7384,496,1.3991297546497266
727,Miguel Almirón,4,30000000.0,10594,1226,4.76493591892096
728,Felipe Anderson,4,10000000.0,10894,496,5.325385448549446
729,Antony,4,35000000.0,8390,1591,4.005047338599099
730,Christopher Antwi-Adjei,4,2200000.0,10597,496,2.7126148843220186
731,Houssem Aouar,4,13000000.0,8994,1956,4.179282780880397
732,Takuma Asano,4,4000000.0,10324,496,2.094497631497443
733,Marco Asensio,4,20000000.0,9883,1226,5.61945862514013
734,Jordan Ayew,4,4000000.0,11478,861,3.344806953568785
735,Leon Bailey,4,30000000.0,9320,1591,2.6815320769262625
736,Nedim Bajrami,4,6000000.0,8751,0,2.0852553805434977
737,Tommaso Baldanzi,4,15000000.0,7266,1956,1.937128745298504
738,Jonathan Bamba,4,14000000.0,9818,1226,5.477063379763255
739,Lameck Banda,4,6000000.0,8050,1226,2.3267738354152607
740,Léo Baptistão,4,1800000.0,11128,1226,2.500198198465664
741,Bradley Barcola,4,30000000.0,7472,1956,5.292643258067182
742,Kike Barja,4,2500000.0,9448,1226,3.186637990682083
743,Harvey Barnes,4,35000000.0,9200,1956,3.89705747875724
744,Saïd Benrahma,4,22000000.0,10049,496,3.8993623919573577
745,Domenico Berardi,4,20000000.0,10423,1591,5.447005040905431
746,Álex Berenguer,4,12000000.0,10085,496,3.641902666873639
747,Mitchell van Bergen,4,1200000.0,8572,1591,2.859015328232957
748,Ludovic Blas,4,20000000.0,9178,1591,5.339757015975613
749,Badredine Bouanani,4,6000000.0,6646,496,3.739632619371233
750,Jarrod Bowen,4,50000000.0,9554,2686,3.616612356237941
751,Julian Brandt,4,40000000.0,9782,1226,5.593883442304989
752,Marius Bülter,4,3000000.0,10910,1226,2.8794262231498418
753,Facundo Buonanotte,4,12000000.0,6631,1591,1.152036507631602
754,Jonathan Burkardt,4,7000000.0,8253,1591,2.027200330502008
755,Jamie Bynoe-Gittens,4,28000000.0,6766,1956,3.1182927812102155
756,Rémy Cabella,4,4000000.0,12026,861,7.402871627526126
757,Tom Cairney,4,2000000.0,11709,861,2.847245446502184
758,Matteo Cancellieri,4,4800000.0,7672,496,2.121381350906221
759,Antonio Candreva,4,1500000.0,13131,861,3.3179824881322317
760,Gianluca Caprari,4,5000000.0,10789,1226,2.6291201600236573
761,Samu Castillejo,4,1700000.0,10251,496,3.1986657865364445
762,Yoann Cathline,4,1500000.0,7512,496,2.067518522356006
763,Rayan Cherki,4,25000000.0,7122,861,6.316725730986362
764,Federico Chiesa,4,50000000.0,9244,861,3.4056178175184666
765,Ryan Christie,4,12000000.0,10217,1591,2.700354241838401
766,Samuel Chukwueze,4,23000000.0,8667,1956,4.85485187535549
767,Alexis Claude-Maurice,4,4000000.0,9018,496,1.706253745745244
768,Marcus Coco,4,1500000.0,9730,861,2.859764217294919
769,Andrea Colpani,4,15000000.0,8678,1956,3.0807819935146097
770,Kingsley Coman,4,65000000.0,9741,1591,6.548424265703708
